FID,osmid,y,x,street_cou,ref,highway
0,86841187.000000000000000,30.934171599999999,121.470833799999994,3.000000000000000, , 
1,86841216.000000000000000,31.027618100000002,121.427834799999999,3.000000000000000,28,motorway_junction
2,86841225.000000000000000,31.063990900000000,121.411231099999995,3.000000000000000, ,motorway_junction
3,86841231.000000000000000,31.066958700000001,121.410145900000003,3.000000000000000, , 
4,86841239.000000000000000,31.083907900000000,121.402124999999998,3.000000000000000,22,motorway_junction
5,86841241.000000000000000,31.094104000000002,121.397775600000003,3.000000000000000, , 
6,86841246.000000000000000,31.101409000000000,121.395102499999993,3.000000000000000,19,motorway_junction
7,86841258.000000000000000,31.120748899999999,121.384979500000000,3.000000000000000, , 
8,86841260.000000000000000,31.121565900000000,121.385426199999998,3.000000000000000, , 
9,91484674.000000000000000,30.928245700000002,121.472890399999997,3.000000000000000,40,motorway_junction
10,91486268.000000000000000,30.974960200000002,121.453858499999996,3.000000000000000, , 
11,91489128.000000000000000,31.060386600000001,121.417415099999999,4.000000000000000, , 
12,91489131.000000000000000,31.060542999999999,121.417348700000005,4.000000000000000, , 
13,91489455.000000000000000,31.075454000000001,121.411033000000003,6.000000000000000, , 
14,91489466.000000000000000,31.071537100000000,121.400992400000007,4.000000000000000, , 
15,91489972.000000000000000,31.088349099999999,121.400229699999997,4.000000000000000, , 
16,91491443.000000000000000,31.111743199999999,121.389374099999998,3.000000000000000, , 
17,91492472.000000000000000,31.114431300000000,121.387610899999999,3.000000000000000, , 
18,91492551.000000000000000,31.115053799999998,121.387191900000005,3.000000000000000,18,motorway_junction
19,91932664.000000000000000,31.117184200000001,121.386051800000004,3.000000000000000, , 
20,91971003.000000000000000,31.120187800000000,121.371653300000006,3.000000000000000, , 
21,91981893.000000000000000,31.118850500000001,121.385065299999994,3.000000000000000, , 
22,91981964.000000000000000,31.122724500000000,121.386375299999997,3.000000000000000, , 
23,321980354.000000000000000,31.140806800000000,121.316741300000004,3.000000000000000, ,traffic_signals
24,321981897.000000000000000,31.145872399999998,121.305417399999996,4.000000000000000, ,traffic_signals
25,321981899.000000000000000,31.151514500000001,121.301879400000004,4.000000000000000, , 
26,321993951.000000000000000,31.145066000000000,121.339377900000002,3.000000000000000, , 
27,321994007.000000000000000,31.145116500000000,121.339489299999997,4.000000000000000, , 
28,323854746.000000000000000,31.136040999999999,121.399525999999994,3.000000000000000, , 
29,323854749.000000000000000,31.141886299999999,121.396667399999998,4.000000000000000, , 
30,323854761.000000000000000,31.145851900000000,121.395249699999994,4.000000000000000, ,traffic_signals
31,323854860.000000000000000,31.143279600000000,121.391180700000007,4.000000000000000, ,traffic_signals
32,323856913.000000000000000,31.125539499999999,121.380880199999993,3.000000000000000, , 
33,324831093.000000000000000,31.152689100000000,121.398008300000001,4.000000000000000, ,traffic_signals
34,324831098.000000000000000,31.149955899999998,121.399032099999999,4.000000000000000, ,traffic_signals
35,330785761.000000000000000,31.121049899999999,121.385238500000000,3.000000000000000,59,motorway_junction
36,330785767.000000000000000,31.120359000000001,121.394134100000002,3.000000000000000, , 
37,346716106.000000000000000,31.134651800000000,121.359645900000004,4.000000000000000, , 
38,349063723.000000000000000,31.140171800000001,121.298302600000000,3.000000000000000, , 
39,349063742.000000000000000,31.059902900000001,121.297799400000002,3.000000000000000,29B,motorway_junction
40,408693802.000000000000000,30.885973700000001,121.211721100000005,3.000000000000000, , 
41,412399545.000000000000000,31.130406799999999,121.121296700000002,3.000000000000000, , 
42,412401315.000000000000000,31.133548000000001,121.119659100000007,3.000000000000000, , 
43,412401325.000000000000000,31.132941599999999,121.121268200000003,4.000000000000000, , 
44,412401327.000000000000000,31.132934599999999,121.121359799999993,3.000000000000000, , 
45,412401329.000000000000000,31.137446499999999,121.136080399999997,3.000000000000000,35C,motorway_junction
46,412404493.000000000000000,31.139310500000001,121.089840899999999,4.000000000000000, , 
